,player,runs,mins,bf,4s,6s,sr,inns_batting,unnamed:,overs,mdns,runs,wkts,econ,inns_batting,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country
13141,Tamim Iqbal,80,148,98,9,0,81.63,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
627,AM Phangiso,DNB,-,-,-,-,-,1,,7.0,0,33,2,4.71,2,1,1,0,0,1,v Ireland,Benoni,2016-09-25,SA
2215,D Pretorius,DNB,-,-,-,-,-,1,,5.0,0,19,1,3.80,2,0,0,0,0,0,v Ireland,Benoni,2016-09-25,SA
5547,JP Duminy,52*,75,43,4,1,120.93,1,,4.5,0,16,4,3.31,2,0,0,0,0,0,v Ireland,Benoni,2016-09-25,SA
12127,Shakib Al Hasan,48,61,40,3,0,120.00,1,,10.0,0,26,2,2.60,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
9906,Naveen-ul-Haq,0*,4,1,0,0,0.00,2,,10.0,0,62,1,6.20,1,1,1,0,0,1,v Bangladesh,Mirpur,2016-09-25,AFG
8736,Mohammad Nabi,30,36,24,3,0,125.00,2,,10.0,0,40,2,4.00,1,0,0,0,0,0,v Bangladesh,Mirpur,2016-09-25,AFG
10906,Rashid Khan,7,7,5,1,0,140.00,2,,10.0,0,37,2,3.70,1,1,1,0,0,1,v Bangladesh,Mirpur,2016-09-25,AFG
2299,DA Miller,14,26,16,2,0,87.50,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Ireland,Benoni,2016-09-25,SA
4183,Hashmatullah Shahidi,72,147,110,6,0,65.45,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Bangladesh,Mirpur,2016-09-25,AFG
557,AL Phehlukwayo,DNB,-,-,-,-,-,1,,4.0,0,22,0,5.50,2,0,0,0,0,0,v Ireland,Benoni,2016-09-25,SA
4647,Imrul Kayes,37,75,53,6,0,69.81,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
1240,Asghar Afghan,10,12,10,0,1,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Bangladesh,Mirpur,2016-09-25,AFG
12572,T Bavuma,113,152,123,13,1,91.86,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Ireland,Benoni,2016-09-25,SA
3003,F du Plessis,21,43,31,1,0,67.74,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Benoni,2016-09-25,SA
2747,Dawlat Zadran,2,7,3,0,0,66.66,2,,10.0,0,73,4,7.30,1,0,0,0,0,0,v Bangladesh,Mirpur,2016-09-25,AFG
11721,Sabbir Rahman,2,7,5,0,0,40.00,1,,DNB,-,-,-,-,2,2,2,0,0,2,v Afghanistan,Mirpur,2016-09-25,BAN
12459,Soumya Sarkar,0,4,3,0,0,0.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Afghanistan,Mirpur,2016-09-25,BAN
8336,Mashrafe Mortaza,4,23,8,0,0,50.00,1,,10.0,0,42,2,4.20,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
10234,Q de Kock,82,95,66,8,2,124.24,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Ireland,Benoni,2016-09-25,SA
9692,Najibullah Zadran,7,11,6,1,0,116.66,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Bangladesh,Mirpur,2016-09-25,AFG
11944,Shabir Noori,9,39,24,1,0,37.50,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Bangladesh,Mirpur,2016-09-25,AFG
9017,Mohammad Shahzad,31,36,21,4,1,147.61,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Bangladesh,Mirpur,2016-09-25,AFG
11033,Rubel Hossain,1*,2,1,0,0,100.00,1,,9.0,0,62,1,6.88,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
2952,F Behardien,50,35,22,3,3,227.27,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Benoni,2016-09-25,SA
13287,Taskin Ahmed,2,3,2,0,0,100.00,1,,8.0,0,59,4,7.37,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
8515,Mirwais Ashraf,3,8,3,0,0,100.00,2,,10.0,0,51,1,5.10,1,1,1,0,0,1,v Bangladesh,Mirpur,2016-09-25,AFG
8211,Mahmudullah,62,91,74,5,2,83.78,1,,3.0,0,22,0,7.33,2,1,1,0,0,1,v Afghanistan,Mirpur,2016-09-25,BAN
5905,K Rabada,DNB,-,-,-,-,-,1,,4.0,1,22,1,5.50,2,1,1,0,0,1,v Ireland,Benoni,2016-09-25,SA
10794,Rahmat Shah,71,134,93,2,3,76.34,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Bangladesh,Mirpur,2016-09-25,AFG
13773,WD Parnell,DNB,-,-,-,-,-,1,,6.0,1,36,2,6.00,2,1,1,0,0,1,v Ireland,Benoni,2016-09-25,SA
13117,Taijul Islam,11,14,9,1,0,122.22,1,,10.0,0,44,1,4.40,2,0,0,0,0,0,v Afghanistan,Mirpur,2016-09-25,BAN
9340,Mushfiqur Rahim,6,11,7,0,0,85.71,1,,DNB,-,-,-,-,2,3,2,1,2,0,v Afghanistan,Mirpur,2016-09-25,BAN
11847,Sarfaraz Ahmed,90,110,73,10,1,123.28,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cardiff,2016-09-04,PAK
8165,MS Wade,3,17,13,0,0,23.07,2,,DNB,-,-,-,-,1,2,2,0,2,0,v Sri Lanka,Pallekele,2016-09-04,AUS
12290,Shoaib Malik,77,126,80,5,2,96.25,2,,6.0,0,40,0,6.66,1,1,1,0,0,1,v England,Cardiff,2016-09-04,PAK
8549,Mohammad Amir,DNB,-,-,-,-,-,2,,10.0,0,50,3,5.00,1,0,0,0,0,0,v England,Cardiff,2016-09-04,PAK
4455,Imad Wasim,16*,27,19,2,0,84.21,2,,10.0,0,33,1,3.30,1,1,1,0,0,1,v England,Cardiff,2016-09-04,PAK
7216,MA Starc,DNB,-,-,-,-,-,2,,9.0,0,40,3,4.44,1,1,1,0,0,1,v Sri Lanka,Pallekele,2016-09-04,AUS
6642,LA Dawson,10,35,13,0,0,76.92,1,,8.0,0,70,2,8.75,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
8860,Mohammad Nawaz,2,9,3,0,0,66.66,2,,4.0,0,32,0,8.00,1,1,1,0,0,1,v England,Cardiff,2016-09-04,3
257,AD Hales,23,22,15,5,0,153.33,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Pakistan,Cardiff,2016-09-04,ENG
2080,CJ Jordan,15*,26,18,0,1,83.33,1,,7.2,0,52,0,7.09,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
1349,Azhar Ali,33,63,37,3,0,89.18,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cardiff,2016-09-04,PAK
5408,JM Bairstow,33,48,36,4,0,91.66,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Pakistan,Cardiff,2016-09-04,ENG
8920,Mohammad Rizwan,34*,48,34,4,0,100.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v England,Cardiff,2016-09-04,PAK
11362,SM Boland,DNB,-,-,-,-,-,2,,6.2,0,28,1,4.42,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
3371,GJ Bailey,44,110,73,2,0,60.27,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
5277,JJ Roy,87,118,89,8,2,97.75,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Pakistan,Cardiff,2016-09-04,ENG
412,AJ Finch,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
1756,Babar Azam,31,38,29,6,0,106.89,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cardiff,2016-09-04,PAK
13486,Umar Gul,DNB,-,-,-,-,-,2,,10.0,0,77,1,7.70,1,2,2,0,0,2,v England,Cardiff,2016-09-04,PAK
2862,EJG Morgan,10,26,17,2,0,58.82,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
5605,JP Faulkner,8*,15,14,0,0,57.14,2,,7.0,0,30,1,4.28,1,1,1,0,0,1,v Sri Lanka,Pallekele,2016-09-04,AUS
7277,MA Wood,8*,9,5,1,0,160.00,1,,10.0,0,56,2,5.60,2,1,1,0,0,1,v Pakistan,Cardiff,2016-09-04,ENG
4094,Hasan Ali,DNB,-,-,-,-,-,2,,10.0,0,60,4,6.00,1,1,1,0,0,1,v England,Cardiff,2016-09-04,PAK
2143,CR Woakes,10,9,8,1,0,125.00,1,,7.0,0,47,1,6.71,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
5049,JE Root,9,21,9,1,0,100.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
2604,DJ Willey,6,24,15,0,0,40.00,1,,8.0,2,32,0,4.00,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
2445,DA Warner,106,167,126,9,0,84.12,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
5769,JW Hastings,8*,6,6,2,0,133.33,2,,7.0,1,30,1,4.28,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
12981,TM Head,13,21,20,1,0,65.00,2,,5.0,0,22,2,4.40,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
12268,Sharjeel Khan,10,22,16,2,0,62.50,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Cardiff,2016-09-04,PAK
1573,BA Stokes,75,117,76,5,3,98.68,1,,8.0,0,47,0,5.87,2,0,0,0,0,0,v Pakistan,Cardiff,2016-09-04,ENG
13427,UT Khawaja,6,11,6,1,0,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Pallekele,2016-09-04,AUS
128,A Zampa,DNB,-,-,-,-,-,2,,6.0,0,43,2,7.16,1,1,1,0,0,1,v Sri Lanka,Pallekele,2016-09-04,AUS
11792,Sami Aslam,24,62,44,1,0,54.54,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Leeds,2016-09-01,PAK
915,AU Rashid,DNB,-,-,-,-,-,2,,10.0,0,47,3,4.70,1,0,0,0,0,0,v Pakistan,Leeds,2016-09-01,ENG
12269,Sharjeel Khan,16,18,12,2,1,133.33,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Leeds,2016-09-01,PAK
1351,Azhar Ali,80,130,104,5,2,76.92,1,,3.0,0,27,0,9.00,2,0,0,0,0,0,v England,Leeds,2016-09-01,PAK
2607,DJ Willey,4*,15,8,0,0,50.00,2,,8.0,2,40,0,5.00,1,1,1,0,0,1,v Pakistan,Leeds,2016-09-01,ENG
5279,JJ Roy,14,13,11,3,0,127.27,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Leeds,2016-09-01,ENG
5052,JE Root,30,45,26,5,1,115.38,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Pakistan,Leeds,2016-09-01,ENG
11849,Sarfaraz Ahmed,12,24,23,0,0,52.17,1,,DNB,-,-,-,-,2,1,1,0,1,0,v England,Leeds,2016-09-01,PAK
1760,Babar Azam,12,31,21,0,0,57.14,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Leeds,2016-09-01,PAK
13487,Umar Gul,6*,7,3,0,1,200.00,1,,10.0,1,39,1,3.90,2,0,0,0,0,0,v England,Leeds,2016-09-01,PAK
6683,LE Plunkett,DNB,-,-,-,-,-,2,,9.0,0,61,1,6.77,1,2,2,0,0,2,v Pakistan,Leeds,2016-09-01,ENG
2081,CJ Jordan,DNB,-,-,-,-,-,2,,9.0,1,42,2,4.66,1,0,0,0,0,0,v Pakistan,Leeds,2016-09-01,ENG
1576,BA Stokes,69,127,70,6,2,98.57,2,,4.0,0,15,0,3.75,1,2,2,0,0,2,v Pakistan,Leeds,2016-09-01,ENG
7777,MM Ali,45*,60,48,1,2,93.75,2,,10.0,0,39,2,3.90,1,0,0,0,0,0,v Pakistan,Leeds,2016-09-01,ENG
4096,Hasan Ali,9,37,19,0,0,47.36,1,,10.0,0,53,1,5.30,2,0,0,0,0,0,v England,Leeds,2016-09-01,PAK
8861,Mohammad Nawaz,13,28,21,0,0,61.90,1,,10.0,0,54,0,5.40,2,0,0,0,0,0,v England,Leeds,2016-09-01,3
8673,Mohammad Irfan,DNB,-,-,-,-,-,1,,5.0,1,26,2,5.20,2,1,1,0,0,1,v England,Leeds,2016-09-01,PAK
4456,Imad Wasim,57*,55,41,7,1,139.02,1,,10.0,0,50,1,5.00,2,0,0,0,0,0,v England,Leeds,2016-09-01,PAK
259,AD Hales,8,31,18,2,0,44.44,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Leeds,2016-09-01,ENG
5410,JM Bairstow,61,97,83,4,1,73.49,2,,DNB,-,-,-,-,1,1,0,1,0,0,v Pakistan,Leeds,2016-09-01,ENG
8924,Mohammad Rizwan,6,11,14,0,0,42.85,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Leeds,2016-09-01,PAK
2864,EJG Morgan,11,41,24,1,0,45.83,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Leeds,2016-09-01,ENG
12979,TM Head,40,77,60,2,0,66.66,2,,2.0,0,5,1,2.50,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-31,AUS
126,A Zampa,DNB,-,-,-,-,-,2,,8.0,0,30,1,3.75,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-31,AUS
7214,MA Starc,DNB,-,-,-,-,-,2,,10.0,1,51,1,5.10,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-31,AUS
11361,SM Boland,DNB,-,-,-,-,-,2,,10.0,1,36,1,3.60,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-31,AUS
5604,JP Faulkner,DNB,-,-,-,-,-,2,,10.0,0,39,0,3.90,1,1,1,0,0,1,v Sri Lanka,Dambulla,2016-08-31,AUS
5768,JW Hastings,DNB,-,-,-,-,-,2,,10.0,0,45,6,4.50,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-31,AUS
409,AJ Finch,55,26,19,8,3,289.47,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Dambulla,2016-08-31,AUS
2441,DA Warner,19,36,16,3,0,118.75,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Dambulla,2016-08-31,AUS
13426,UT Khawaja,0,3,2,0,0,0.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-31,AUS
8164,MS Wade,8*,8,5,0,1,160.00,2,,DNB,-,-,-,-,1,4,4,0,4,0,v Sri Lanka,Dambulla,2016-08-31,AUS
3370,GJ Bailey,90*,93,85,11,1,105.88,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Dambulla,2016-08-31,AUS
11794,Sami Aslam,8,15,13,1,0,61.53,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
6685,LE Plunkett,DNB,-,-,-,-,-,1,,6.0,0,30,1,5.00,2,0,0,0,0,0,v Pakistan,Nottingham,2016-08-30,ENG
1766,Babar Azam,9,31,19,0,0,47.36,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
7281,MA Wood,DNB,-,-,-,-,-,1,,10.0,0,75,1,7.50,2,0,0,0,0,0,v Pakistan,Nottingham,2016-08-30,ENG
8862,Mohammad Nawaz,34,52,36,2,0,94.44,2,,10.0,0,62,1,6.20,1,0,0,0,0,0,v England,Nottingham,2016-08-30,3
11854,Sarfaraz Ahmed,38,59,43,5,0,88.37,2,,DNB,-,-,-,-,1,2,2,0,2,0,v England,Nottingham,2016-08-30,PAK
2868,EJG Morgan,57*,59,27,3,5,211.11,1,,DNB,-,-,-,-,2,2,2,0,0,2,v Pakistan,Nottingham,2016-08-30,ENG
4870,JC Buttler,90*,65,51,7,7,176.47,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Pakistan,Nottingham,2016-08-30,ENG
13971,Yasir Shah,26*,46,32,3,0,81.25,2,,6.0,0,48,0,8.00,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
12296,Shoaib Malik,1,6,7,0,0,14.28,2,,3.0,0,44,0,14.66,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
2149,CR Woakes,DNB,-,-,-,-,-,1,,5.4,1,41,4,7.23,2,1,1,0,0,1,v Pakistan,Nottingham,2016-08-30,ENG
12271,Sharjeel Khan,58,46,30,12,1,193.33,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
8552,Mohammad Amir,58,28,28,5,4,207.14,2,,10.0,0,72,0,7.20,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
13816,Wahab Riaz,14,30,22,0,0,63.63,2,,10.0,0,110,0,11.00,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
4102,Hasan Ali,4,9,13,0,0,30.76,2,,10.0,0,74,2,7.40,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
920,AU Rashid,DNB,-,-,-,-,-,1,,10.0,0,73,2,7.30,2,1,1,0,0,1,v Pakistan,Nottingham,2016-08-30,ENG
7782,MM Ali,DNB,-,-,-,-,-,1,,7.0,0,36,1,5.14,2,1,1,0,0,1,v Pakistan,Nottingham,2016-08-30,ENG
1353,Azhar Ali,13,19,14,2,0,92.85,2,,1.0,0,20,0,20.00,1,0,0,0,0,0,v England,Nottingham,2016-08-30,PAK
5057,JE Root,85,146,86,8,0,98.83,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Pakistan,Nottingham,2016-08-30,ENG
1582,BA Stokes,DNB,-,-,-,-,-,1,,4.0,0,14,1,3.50,2,1,1,0,0,1,v Pakistan,Nottingham,2016-08-30,ENG
5283,JJ Roy,15,25,19,3,0,78.94,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Nottingham,2016-08-30,ENG
261,AD Hales,171,166,122,22,4,140.16,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Pakistan,Nottingham,2016-08-30,ENG
408,AJ Finch,30,32,29,3,1,103.44,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
125,A Zampa,5*,4,6,1,0,83.33,2,,10.0,0,38,3,3.80,1,1,1,0,0,1,v Sri Lanka,Dambulla,2016-08-28,AUS
7213,MA Starc,12,11,8,1,1,150.00,2,,10.0,0,42,2,4.20,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
2440,DA Warner,10,21,12,1,0,83.33,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Dambulla,2016-08-28,AUS
8163,MS Wade,42,68,46,3,0,91.30,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
12978,TM Head,36,49,48,5,0,75.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
3369,GJ Bailey,70,142,99,5,0,70.70,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Dambulla,2016-08-28,AUS
5767,JW Hastings,5*,19,7,0,0,71.42,2,,10.0,1,41,2,4.10,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
11324,SE Marsh,1,20,8,0,0,12.50,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Dambulla,2016-08-28,AUS
5705,JR Hazlewood,DNB,-,-,-,-,-,2,,10.0,0,51,1,5.10,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
5603,JP Faulkner,4,19,13,0,0,30.76,2,,9.2,0,44,2,4.71,1,0,0,0,0,0,v Sri Lanka,Dambulla,2016-08-28,AUS
1763,Babar Azam,30,49,33,5,0,90.90,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
11793,Sami Aslam,1,10,10,0,0,10.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
4099,Hasan Ali,0,13,5,0,0,0.00,1,,9.0,0,52,1,5.77,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
2866,EJG Morgan,68,97,80,9,0,85.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Lord's,2016-08-27,ENG
6684,LE Plunkett,DNB,-,-,-,-,-,2,,10.0,0,50,2,5.00,1,1,1,0,0,1,v Pakistan,Lord's,2016-08-27,ENG
4458,Imad Wasim,63*,104,70,5,1,90.00,1,,7.0,0,38,2,5.42,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
12270,Sharjeel Khan,0,15,2,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
13970,Yasir Shah,0,5,1,0,0,0.00,1,,9.3,0,62,0,6.52,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
1579,BA Stokes,42,33,30,6,1,140.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Lord's,2016-08-27,ENG
7779,MM Ali,21*,37,29,2,0,72.41,2,,10.0,0,54,0,5.40,1,0,0,0,0,0,v Pakistan,Lord's,2016-08-27,ENG
4867,JC Buttler,4,11,5,0,0,80.00,2,,DNB,-,-,-,-,1,3,3,0,3,0,v Pakistan,Lord's,2016-08-27,ENG
5054,JE Root,89,201,108,5,0,82.40,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Pakistan,Lord's,2016-08-27,ENG
12293,Shoaib Malik,28,47,35,1,1,80.00,1,,2.0,0,10,0,5.00,2,1,1,0,0,1,v England,Lord's,2016-08-27,PAK
11851,Sarfaraz Ahmed,105,160,130,6,0,80.76,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
7278,MA Wood,DNB,-,-,-,-,-,2,,10.0,1,46,3,4.60,1,0,0,0,0,0,v Pakistan,Lord's,2016-08-27,ENG
5280,JJ Roy,0,2,2,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Pakistan,Lord's,2016-08-27,ENG
8550,Mohammad Amir,6,7,5,1,0,120.00,1,,10.0,2,39,1,3.90,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
260,AD Hales,14,38,24,2,0,58.33,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Pakistan,Lord's,2016-08-27,ENG
2147,CR Woakes,7*,14,9,1,0,77.77,2,,9.5,2,42,3,4.27,1,0,0,0,0,0,v Pakistan,Lord's,2016-08-27,ENG
1352,Azhar Ali,0,11,3,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
917,AU Rashid,DNB,-,-,-,-,-,2,,10.0,0,51,1,5.10,1,0,0,0,0,0,v Pakistan,Lord's,2016-08-27,ENG
13814,Wahab Riaz,6,13,5,1,0,120.00,1,,10.0,0,46,1,4.60,2,0,0,0,0,0,v England,Lord's,2016-08-27,PAK
124,A Zampa,5,17,16,0,0,31.25,2,,10.0,0,42,3,4.20,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
4461,Imad Wasim,17*,22,20,1,0,85.00,1,,5.0,0,23,0,4.60,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
8162,MS Wade,76,118,88,3,0,86.36,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
8863,Mohammad Nawaz,17*,28,15,2,0,113.33,1,,6.3,0,31,1,4.76,2,0,0,0,0,0,v England,Southampton,2016-08-24,3
1355,Azhar Ali,82,136,110,9,0,74.54,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
5286,JJ Roy,65,88,56,6,1,116.07,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Southampton,2016-08-24,ENG
7212,MA Starc,0,3,1,0,0,0.00,2,,9.5,0,53,3,5.38,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
7785,MM Ali,DNB,-,-,-,-,-,2,,7.0,0,30,0,4.28,1,1,1,0,0,1,v Pakistan,Southampton,2016-08-24,ENG
7282,MA Wood,DNB,-,-,-,-,-,2,,10.0,0,57,1,5.70,1,1,1,0,0,1,v Pakistan,Southampton,2016-08-24,ENG
8605,Mohammad Hafeez,11,29,15,2,0,73.33,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Southampton,2016-08-24,PAK
5602,JP Faulkner,13,29,19,1,0,68.42,2,,9.0,0,45,3,5.00,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
1769,Babar Azam,40,44,42,4,0,95.23,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Southampton,2016-08-24,PAK
3368,GJ Bailey,27,74,46,0,0,58.69,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
13488,Umar Gul,DNB,-,-,-,-,-,1,,6.0,0,46,1,7.66,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
1584,BA Stokes,15*,33,20,1,0,75.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Southampton,2016-08-24,ENG
11857,Sarfaraz Ahmed,55,81,58,3,0,94.82,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
7304,MC Henriques,4,20,16,0,0,25.00,2,,5.0,0,40,0,8.00,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
5060,JE Root,61,101,72,6,0,84.72,2,,4.0,0,26,1,6.50,1,0,0,0,0,0,v Pakistan,Southampton,2016-08-24,ENG
263,AD Hales,7,25,10,1,0,70.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Pakistan,Southampton,2016-08-24,ENG
12977,TM Head,31,54,48,3,0,64.58,2,,4.0,0,41,0,10.25,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
12298,Shoaib Malik,17,35,25,0,0,68.00,1,,5.0,0,25,0,5.00,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
8553,Mohammad Amir,DNB,-,-,-,-,-,1,,6.0,0,33,0,5.50,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
13818,Wahab Riaz,DNB,-,-,-,-,-,1,,6.0,0,30,0,5.00,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
923,AU Rashid,DNB,-,-,-,-,-,2,,9.0,0,51,2,5.66,1,1,1,0,0,1,v Pakistan,Southampton,2016-08-24,ENG
2871,EJG Morgan,33*,70,49,2,0,67.34,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Pakistan,Southampton,2016-08-24,ENG
6687,LE Plunkett,DNB,-,-,-,-,-,2,,10.0,0,52,1,5.20,1,0,0,0,0,0,v Pakistan,Southampton,2016-08-24,ENG
406,AJ Finch,4,16,7,0,0,57.14,2,,2.0,0,7,0,3.50,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
12272,Sharjeel Khan,16,24,15,3,0,106.66,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Southampton,2016-08-24,PAK
2438,DA Warner,1,5,4,0,0,25.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
