,player,runs,mins,bf,4s,6s,sr,inns_batting,overs,mdns,runs_given,wkts,econ,inns_bowling,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country,runs_clean,Credits,Player Type,Player Name,Team,Bowling Style,fantasy_points,preferred_style,opponent_tier
9849,V Kohli,4.0,0,2,1,0,200.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Sri Lanka,Pallekele,2017-08-24,IND,4.0,9.0,BAT,Virat Kohli,IND,,20.0,,2
9851,RG Sharma,54.0,0,45,5,3,120.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Sri Lanka,Pallekele,2017-08-24,IND,54.0,9.0,BAT,Rohit Sharma,IND,,118.0,,2
9854,HH Pandya,,0,0,0,0,0.0,2,6.0,0,35,0,5.83,1,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-08-20,IND,,8.5,ALL,Hardik Pandya,IND,Pace,4.0,,2
9856,KL Rahul,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Sri Lanka,Dambulla,2017-08-20,IND,,7.5,WK,Lokesh Rahul,IND,,12.0,,2
9857,V Kohli,,0,70,10,1,117.14,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-08-20,IND,82.0,9.0,BAT,Virat Kohli,IND,,158.0,,2
9859,AR Patel,,0,0,0,0,0.0,2,10.0,0,34,3,3.4,1,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-08-20,IND,,8.0,ALL,Axar Patel,IND,Spin,83.0,,2
9862,RG Sharma,4.0,0,13,0,0,30.76,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-08-20,IND,4.0,9.0,BAT,Rohit Sharma,IND,,8.0,,2
9863,RA Jadeja,,0,0,0,0,0.0,2,10.0,1,27,0,2.7,1,0.0,0,0,0,0,v West Indies,Kingston,2017-07-06,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,14.0,,3
9866,HH Pandya,,0,0,0,0,0.0,2,6.0,0,27,1,4.5,1,0.0,0,0,0,0,v West Indies,Kingston,2017-07-06,IND,,8.5,ALL,Hardik Pandya,IND,Pace,29.0,,3
9869,V Kohli,,0,115,12,2,96.52,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v West Indies,Kingston,2017-07-06,IND,111.0,9.0,BAT,Virat Kohli,IND,,223.0,,3
9870,Kuldeep Yadav,,0,0,0,0,0.0,2,10.0,0,36,0,3.6,1,1.0,1,0,0,1,v West Indies,Kingston,2017-07-06,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,14.0,,3
9872,Mohammed Shami,,0,0,0,0,0.0,2,10.0,0,48,4,4.8,1,0.0,0,0,0,0,v West Indies,Kingston,2017-07-06,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,108.0,,3
9874,HH Pandya,20.0,0,21,1,1,95.23,2,10.0,0,40,3,4.0,1,0.0,0,0,0,0,v West Indies,North Sound,2017-07-02,IND,20.0,8.5,ALL,Hardik Pandya,IND,Pace,111.0,,3
9878,RA Jadeja,11.0,0,11,1,0,100.0,2,10.0,0,48,0,4.8,1,2.0,2,0,0,2,v West Indies,North Sound,2017-07-02,IND,11.0,8.0,ALL,Ravindra Jadeja,IND,Spin,35.0,,3
9881,V Kohli,3.0,0,12,0,0,25.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v West Indies,North Sound,2017-07-02,IND,3.0,9.0,BAT,Virat Kohli,IND,,15.0,,3
9882,Mohammed Shami,1.0,0,2,0,0,50.0,2,10.0,2,33,0,3.3,1,0.0,0,0,0,0,v West Indies,North Sound,2017-07-02,IND,1.0,8.5,BOWL,Mohammed Shami,IND,Pace,21.0,,3
9883,Kuldeep Yadav,,0,6,0,0,33.33,2,10.0,1,31,2,3.1,1,0.0,0,0,0,0,v West Indies,North Sound,2017-07-02,IND,2.0,8.0,BOWL,Kuldeep Yadav,IND,Spin,66.0,,3
9886,Kuldeep Yadav,,0,0,0,0,0.0,1,10.0,1,41,3,4.1,2,0.0,0,0,0,0,v West Indies,North Sound,2017-06-30,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,87.0,,3
9887,HH Pandya,,0,0,0,0,0.0,1,6.0,0,32,2,5.33,2,2.0,2,0,0,2,v West Indies,North Sound,2017-06-30,IND,,8.5,ALL,Hardik Pandya,IND,Pace,70.0,,3
9895,V Kohli,11.0,0,22,2,0,50.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,North Sound,2017-06-30,IND,11.0,9.0,BAT,Virat Kohli,IND,,21.0,,3
9897,Kuldeep Yadav,,0,0,0,0,0.0,1,9.0,0,50,3,5.55,2,0.0,0,0,0,0,v West Indies,Port of Spain,2017-06-25,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,79.0,,3
9903,V Kohli,87.0,0,66,4,4,131.81,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Port of Spain,2017-06-25,IND,87.0,9.0,BAT,Virat Kohli,IND,,159.0,,3
9905,HH Pandya,4.0,0,5,0,0,80.0,1,9.0,0,32,0,3.55,2,1.0,1,0,0,1,v West Indies,Port of Spain,2017-06-25,IND,4.0,8.5,ALL,Hardik Pandya,IND,Pace,18.0,,3
9907,V Kohli,,0,47,1,0,68.08,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Port of Spain,2017-06-23,IND,32.0,9.0,BAT,Virat Kohli,IND,,44.0,,3
9909,HH Pandya,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Port of Spain,2017-06-23,IND,,8.5,ALL,Hardik Pandya,IND,Pace,4.0,,3
9911,Kuldeep Yadav,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Port of Spain,2017-06-23,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,4.0,,3
9924,RG Sharma,0.0,4,3,0,0,0.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,The Oval,2017-06-18,IND,0.0,9.0,BAT,Rohit Sharma,IND,,1.0,,2
9929,HH Pandya,76.0,46,43,4,6,176.74,2,10.0,0,53,1,5.3,1,0.0,0,0,0,0,v Pakistan,The Oval,2017-06-18,IND,76.0,8.5,ALL,Hardik Pandya,IND,Pace,187.0,,2
9934,RA Jadeja,15.0,41,26,0,0,57.69,2,8.0,0,67,0,8.37,1,1.0,1,0,0,1,v Pakistan,The Oval,2017-06-18,IND,15.0,8.0,ALL,Ravindra Jadeja,IND,Spin,23.0,,2
9936,V Kohli,5.0,11,9,0,0,55.55,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,The Oval,2017-06-18,IND,5.0,9.0,BAT,Virat Kohli,IND,,9.0,,2
9937,Fakhar Zaman,114.0,142,106,12,3,107.54,1,3.3,0,25,0,7.14,2,0.0,0,0,0,0,v India,The Oval,2017-06-18,PAK,114.0,8.0,BAT,Fakhar Zaman,PAK,,226.0,,1
9939,Babar Azam,46.0,84,52,4,0,88.46,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v India,The Oval,2017-06-18,PAK,46.0,8.5,BAT,Babar Azam,PAK,,78.0,,1
9940,RA Jadeja,,0,0,0,0,0.0,2,10.0,0,48,1,4.8,1,1.0,1,0,0,1,v Bangladesh,Birmingham,2017-06-15,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,37.0,,3
9941,Mahmudullah,21.0,44,25,2,0,84.0,1,1.0,0,10,0,10.0,2,0.0,0,0,0,0,v India,Birmingham,2017-06-15,BAN,21.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,33.0,,1
9944,Soumya Sarkar,0.0,5,2,0,0,0.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,Birmingham,2017-06-15,BAN,0.0,7.0,BAT,Soumya Sarkar,BAN,,1.0,,1
9945,RG Sharma,,165,129,15,1,95.34,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Bangladesh,Birmingham,2017-06-15,IND,123.0,9.0,BAT,Rohit Sharma,IND,,233.0,,3
9947,V Kohli,,96,78,13,0,123.07,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Bangladesh,Birmingham,2017-06-15,IND,96.0,9.0,BAT,Virat Kohli,IND,,188.0,,3
9951,HH Pandya,,0,0,0,0,0.0,2,4.0,0,34,0,8.5,1,0.0,0,0,0,0,v Bangladesh,Birmingham,2017-06-15,IND,,8.5,ALL,Hardik Pandya,IND,Pace,4.0,,3
9953,Mustafizur Rahman,,0,0,0,0,0.0,1,6.0,0,53,0,8.83,2,0.0,0,0,0,0,v India,Birmingham,2017-06-15,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,0.0,,1
9956,Mushfiqur Rahim,61.0,98,85,4,0,71.76,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,Birmingham,2017-06-15,BAN,61.0,8.0,WK,Mushfiqur Rahim,BAN,,93.0,,1
9961,Taskin Ahmed,,23,14,1,0,71.42,1,7.0,0,49,0,7.0,2,0.0,0,0,0,0,v India,Birmingham,2017-06-15,BAN,10.0,8.5,BOWL,Taskin Ahmed,BAN,Pace,16.0,,1
9965,MA Wood,3.0,13,5,0,0,60.0,1,8.0,1,37,0,4.62,2,0.0,0,0,0,0,v Pakistan,Cardiff,2017-06-14,ENG,3.0,7.5,BOWL,Mark Wood,ENG,Pace,13.0,,2
9966,Fakhar Zaman,57.0,89,58,7,1,98.27,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v England,Cardiff,2017-06-14,PAK,57.0,8.0,BAT,Fakhar Zaman,PAK,,115.0,,1
9968,JE Root,46.0,82,56,2,0,82.14,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Cardiff,2017-06-14,ENG,46.0,8.0,ALL,Joe Root,ENG,Spin,62.0,,2
9977,Fareed Ahmad,,0,0,0,0,0.0,-,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Gros Islet,2017-06-14,AFG,,7.0,BOWL,Fareed Ahmed Malik,AFG,Pace,4.0,,3
9979,JC Buttler,4.0,16,7,0,0,57.14,1,DNB,0,0,0,0.0,2,1.0,0,1,0,0,v Pakistan,Cardiff,2017-06-14,ENG,4.0,8.5,WK,Jos Buttler,ENG,,20.0,,2
9981,Gulbadin Naib,,0,0,0,0,0.0,-,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Gros Islet,2017-06-14,AFG,,7.0,ALL,Gulbadin Naib,AFG,Pace,4.0,,3
9982,Rahmat Shah,,0,0,0,0,0.0,-,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Gros Islet,2017-06-14,AFG,,7.5,BAT,Rahmat Shah,AFG,,4.0,,3
9984,Rashid Khan,,0,0,0,0,0.0,-,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Gros Islet,2017-06-14,AFG,,9.0,BOWL,Rashid-Khan,AFG,Spin,4.0,,3
9990,Babar Azam,,65,45,2,1,84.44,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v England,Cardiff,2017-06-14,PAK,38.0,8.5,BAT,Babar Azam,PAK,,68.0,,1
9992,Mohammad Nabi,,0,0,0,0,0.0,-,TDNB,0,0,0,0.0,-,,0,0,0,0,v West Indies,Gros Islet,2017-06-14,AFG,,8.0,ALL,Mohammad Nabi,AFG,Spin,4.0,,3
9993,AU Rashid,7.0,20,13,0,0,53.84,1,10.0,0,54,1,5.4,2,0.0,0,0,0,0,v Pakistan,Cardiff,2017-06-14,ENG,7.0,8.5,BOWL,Adil Rashid,ENG,Spin,36.0,,2
9997,Faheem Ashraf,15.0,24,15,1,1,100.0,2,6.2,0,37,2,5.84,1,1.0,1,0,0,1,v Sri Lanka,Cardiff,2017-06-12,PAK,15.0,6.5,ALL,Faheem Ashraf,PAK,Pace,87.0,,2
10002,Babar Azam,10.0,22,18,1,0,55.55,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Sri Lanka,Cardiff,2017-06-12,PAK,10.0,8.5,BAT,Babar Azam,PAK,,26.0,,2
10005,Fakhar Zaman,50.0,56,36,8,1,138.88,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Sri Lanka,Cardiff,2017-06-12,PAK,50.0,8.0,BAT,Fakhar Zaman,PAK,,116.0,,2
10006,Gulbadin Naib,51.0,0,73,2,2,69.86,1,5.0,1,15,2,3.0,2,0.0,0,0,0,0,v West Indies,Gros Islet,2017-06-11,AFG,51.0,7.0,ALL,Gulbadin Naib,AFG,Pace,147.0,,3
10011,K Rabada,5.0,11,8,1,0,62.5,1,9.0,2,34,0,3.77,2,0.0,0,0,0,0,v India,The Oval,2017-06-11,SA,5.0,9.0,BOWL,Kagiso Rabada,SA,Pace,27.0,,1
10018,Rahmat Shah,1.0,0,6,0,0,16.66,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v West Indies,Gros Islet,2017-06-11,AFG,1.0,7.5,BAT,Rahmat Shah,AFG,,13.0,,3
10019,RA Jadeja,,0,0,0,0,0.0,2,10.0,0,39,1,3.9,1,0.0,0,0,0,0,v South Africa,The Oval,2017-06-11,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,31.0,,2
10023,Rashid Khan,7.0,0,12,0,1,58.33,1,10.0,1,26,3,2.6,2,0.0,0,0,0,0,v West Indies,Gros Islet,2017-06-11,AFG,7.0,9.0,BOWL,Rashid-Khan,AFG,Spin,102.0,,3
10027,HH Pandya,,0,0,0,0,0.0,2,10.0,0,52,1,5.2,1,0.0,0,0,0,0,v South Africa,The Oval,2017-06-11,IND,,8.5,ALL,Hardik Pandya,IND,Pace,29.0,,2
10029,Mohammad Nabi,13.0,0,24,0,0,54.16,1,10.0,0,33,1,3.3,2,1.0,1,0,0,1,v West Indies,Gros Islet,2017-06-11,AFG,13.0,8.0,ALL,Mohammad Nabi,AFG,Spin,54.0,,3
10030,RG Sharma,12.0,23,20,1,1,60.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,The Oval,2017-06-11,IND,12.0,9.0,BAT,Rohit Sharma,IND,,26.0,,2
10034,DA Miller,1.0,5,3,0,0,33.33,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,The Oval,2017-06-11,SA,1.0,7.5,BAT,David Miller,SA,,5.0,,1
10035,V Kohli,,136,101,7,1,75.24,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v South Africa,The Oval,2017-06-11,IND,76.0,9.0,BAT,Virat Kohli,IND,,146.0,,2
10041,JE Root,15.0,25,14,2,0,107.14,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Australia,Birmingham,2017-06-10,ENG,15.0,8.0,ALL,Joe Root,ENG,Spin,35.0,,1
10042,TM Head,,95,64,5,2,110.93,1,2.0,0,9,0,4.5,2,0.0,0,0,0,0,v England,Birmingham,2017-06-10,AUS,71.0,9.0,BAT,Travis Head,AUS,,121.0,,1
10044,SPD Smith,56.0,104,77,5,0,72.72,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,Birmingham,2017-06-10,AUS,56.0,8.5,BAT,Steven Smith,AUS,,92.0,,1
10045,AU Rashid,,0,0,0,0,0.0,2,10.0,1,41,4,4.1,1,2.0,2,0,0,2,v Australia,Birmingham,2017-06-10,ENG,,8.5,BOWL,Adil Rashid,ENG,Spin,132.0,,1
10048,GJ Maxwell,20.0,44,31,2,0,64.51,1,2.0,0,14,0,7.0,2,0.0,0,0,0,0,v England,Birmingham,2017-06-10,AUS,20.0,8.5,ALL,Glenn Maxwell,AUS,Spin,32.0,,1
10051,MA Wood,,0,0,0,0,0.0,2,10.0,1,33,4,3.3,1,0.0,0,0,0,0,v Australia,Birmingham,2017-06-10,ENG,,7.5,BOWL,Mark Wood,ENG,Pace,118.0,,1
10054,JC Buttler,,35,32,3,1,90.62,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v Australia,Birmingham,2017-06-10,ENG,29.0,8.5,WK,Jos Buttler,ENG,,63.0,,1
10056,A Zampa,0.0,4,3,0,0,0.0,1,8.2,0,52,0,6.24,2,0.0,0,0,0,0,v England,Birmingham,2017-06-10,AUS,0.0,9.0,BOWL,Adam Zampa,AUS,Spin,4.0,,1
10067,Soumya Sarkar,3.0,26,13,0,0,23.07,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Cardiff,2017-06-09,BAN,3.0,7.0,BAT,Soumya Sarkar,BAN,,7.0,,2
10072,KS Williamson,57.0,95,69,5,0,82.6,1,2.0,0,19,0,9.5,2,0.0,0,0,0,0,v Bangladesh,Cardiff,2017-06-09,NZ,57.0,9.0,BAT,Kane Williamson,NZ,,93.0,,3
10074,Mushfiqur Rahim,14.0,45,34,2,0,41.17,2,DNB,0,0,0,0.0,1,1.0,0,1,0,0,v New Zealand,Cardiff,2017-06-09,BAN,14.0,8.0,WK,Mushfiqur Rahim,BAN,,36.0,,2
10075,Taskin Ahmed,,0,0,0,0,0.0,2,8.0,0,43,2,5.37,1,0.0,0,0,0,0,v New Zealand,Cardiff,2017-06-09,BAN,,8.5,BOWL,Taskin Ahmed,BAN,Pace,54.0,,2
10081,Mustafizur Rahman,,0,0,0,0,0.0,2,9.0,0,52,1,5.77,1,2.0,2,0,0,2,v New Zealand,Cardiff,2017-06-09,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,45.0,,2
10082,Rashid Khan,,0,0,0,0,0.0,1,8.4,1,18,7,2.07,2,0.0,0,0,0,0,v West Indies,Gros Islet,2017-06-09,AFG,,9.0,BOWL,Rashid-Khan,AFG,Spin,195.0,,3
10087,Mahmudullah,,158,107,8,2,95.32,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Cardiff,2017-06-09,BAN,102.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,190.0,,2
10089,Gulbadin Naib,,0,28,3,2,146.42,1,8.0,0,31,1,3.87,2,0.0,0,0,0,0,v West Indies,Gros Islet,2017-06-09,AFG,41.0,7.0,ALL,Gulbadin Naib,AFG,Pace,106.0,,3
10090,Mohammad Nabi,,0,30,2,0,90.0,1,10.0,0,34,0,3.4,2,2.0,2,0,0,2,v West Indies,Gros Islet,2017-06-09,AFG,27.0,8.0,ALL,Mohammad Nabi,AFG,Spin,63.0,,3
10091,Rahmat Shah,17.0,0,51,1,0,33.33,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Gros Islet,2017-06-09,AFG,17.0,7.5,BAT,Rahmat Shah,AFG,,21.0,,3
10092,MJ Santner,,34,18,0,0,77.77,1,10.0,0,47,0,4.7,2,0.0,0,0,0,0,v Bangladesh,Cardiff,2017-06-09,NZ,14.0,8.0,ALL,Mitchell Santner,NZ,Spin,18.0,,3
10095,HH Pandya,9.0,8,5,0,1,180.0,1,7.0,1,51,0,7.28,2,0.0,0,0,0,0,v Sri Lanka,The Oval,2017-06-08,IND,9.0,8.5,ALL,Hardik Pandya,IND,Pace,23.0,,2
10098,V Kohli,0.0,5,5,0,0,0.0,1,3.0,0,17,0,5.66,2,0.0,0,0,0,0,v Sri Lanka,The Oval,2017-06-08,IND,0.0,9.0,BAT,Virat Kohli,IND,,1.0,,2
10101,RG Sharma,78.0,107,79,6,3,98.73,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Sri Lanka,The Oval,2017-06-08,IND,78.0,9.0,BAT,Rohit Sharma,IND,,148.0,,2
10103,RA Jadeja,,0,0,0,0,0.0,1,6.0,0,52,0,8.66,2,1.0,1,0,0,1,v Sri Lanka,The Oval,2017-06-08,IND,0.0,8.0,ALL,Ravindra Jadeja,IND,Spin,5.0,,2
10109,DA Miller,,155,104,1,3,72.11,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Birmingham,2017-06-07,SA,75.0,7.5,BAT,David Miller,SA,,125.0,,2
10116,Babar Azam,,80,51,4,0,60.78,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v South Africa,Birmingham,2017-06-07,PAK,31.0,8.5,BAT,Babar Azam,PAK,,63.0,,2
10117,Fakhar Zaman,31.0,30,23,6,0,134.78,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Birmingham,2017-06-07,PAK,31.0,8.0,BAT,Fakhar Zaman,PAK,,67.0,,2
10121,K Rabada,26.0,33,23,2,0,113.04,1,7.0,1,36,0,5.14,2,0.0,0,0,0,0,v Pakistan,Birmingham,2017-06-07,SA,26.0,9.0,BOWL,Kagiso Rabada,SA,Pace,50.0,,2
10132,JC Buttler,,76,48,2,2,127.08,1,DNB,0,0,0,0.0,2,2.0,1,1,1,0,v New Zealand,Cardiff,2017-06-06,ENG,61.0,8.5,WK,Jos Buttler,ENG,,121.0,,2
10135,JE Root,64.0,122,65,4,2,98.46,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v New Zealand,Cardiff,2017-06-06,ENG,64.0,8.0,ALL,Joe Root,ENG,Spin,124.0,,2
10137,KS Williamson,87.0,132,98,8,0,88.77,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v England,Cardiff,2017-06-06,NZ,87.0,9.0,BAT,Kane Williamson,NZ,,147.0,,1
10144,MJ Santner,3.0,14,9,0,0,33.33,2,8.0,0,54,1,6.75,1,0.0,0,0,0,0,v England,Cardiff,2017-06-06,NZ,3.0,8.0,ALL,Mitchell Santner,NZ,Spin,32.0,,1
10145,AU Rashid,12.0,16,11,1,0,109.09,1,10.0,0,47,2,4.7,2,1.0,1,0,0,1,v New Zealand,Cardiff,2017-06-06,ENG,12.0,8.5,BOWL,Adil Rashid,ENG,Spin,78.0,,2
10146,MA Wood,0.0,3,1,0,0,0.0,1,9.0,0,32,1,3.55,2,0.0,0,0,0,0,v New Zealand,Cardiff,2017-06-06,ENG,0.0,7.5,BOWL,Mark Wood,ENG,Pace,31.0,,2
10151,Mahmudullah,8.0,10,11,0,1,72.72,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,The Oval,2017-06-05,BAN,8.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,18.0,,1
10153,A Zampa,,0,0,0,0,0.0,2,4.0,1,13,2,3.25,1,0.0,0,0,0,0,v Bangladesh,The Oval,2017-06-05,AUS,,9.0,BOWL,Adam Zampa,AUS,Spin,60.0,,3
10157,GJ Maxwell,,0,0,0,0,0.0,2,1.0,0,9,0,9.0,1,0.0,0,0,0,0,v Bangladesh,The Oval,2017-06-05,AUS,,8.5,ALL,Glenn Maxwell,AUS,Spin,4.0,,3
10158,Mustafizur Rahman,,8,4,0,0,25.0,1,5.0,0,27,0,5.4,2,0.0,0,0,0,0,v Australia,The Oval,2017-06-05,BAN,1.0,8.0,BOWL,Mustafizur Rahman,BAN,Pace,5.0,,1
10159,Mehidy Hasan Miraz,14.0,36,26,1,0,53.84,1,1.0,0,4,0,4.0,2,0.0,0,0,0,0,v Australia,The Oval,2017-06-05,BAN,14.0,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,22.0,,1
10164,Soumya Sarkar,3.0,24,11,0,0,27.27,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,The Oval,2017-06-05,BAN,3.0,7.0,BAT,Soumya Sarkar,BAN,,7.0,,1
10165,Mushfiqur Rahim,9.0,28,20,0,0,45.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,The Oval,2017-06-05,BAN,9.0,8.0,WK,Mushfiqur Rahim,BAN,,11.0,,1
10166,TM Head,,0,0,0,0,0.0,2,8.0,0,33,1,4.12,1,0.0,0,0,0,0,v Bangladesh,The Oval,2017-06-05,AUS,,9.0,BAT,Travis Head,AUS,,31.0,,3
10168,SPD Smith,,37,25,1,0,88.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Bangladesh,The Oval,2017-06-05,AUS,22.0,8.5,BAT,Steven Smith,AUS,,38.0,,3
10171,V Kohli,,108,68,6,3,119.11,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Birmingham,2017-06-04,IND,81.0,9.0,BAT,Virat Kohli,IND,,153.0,,2
10177,HH Pandya,,8,6,0,3,333.33,1,8.0,0,43,2,5.37,2,1.0,1,0,0,1,v Pakistan,Birmingham,2017-06-04,IND,20.0,8.5,ALL,Hardik Pandya,IND,Pace,100.0,,2
10185,RG Sharma,91.0,146,119,7,2,76.47,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Birmingham,2017-06-04,IND,91.0,9.0,BAT,Rohit Sharma,IND,,159.0,,2
10188,Babar Azam,8.0,15,12,1,0,66.66,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v India,Birmingham,2017-06-04,PAK,8.0,8.5,BAT,Babar Azam,PAK,,16.0,,1
10191,RA Jadeja,,0,0,0,0,0.0,1,8.0,0,43,2,5.37,2,1.0,1,0,0,1,v Pakistan,Birmingham,2017-06-04,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,62.0,,2
10195,K Rabada,,0,0,0,0,0.0,1,8.0,1,46,1,5.75,2,0.0,0,0,0,0,v Sri Lanka,The Oval,2017-06-03,SA,,9.0,BOWL,Kagiso Rabada,SA,Pace,35.0,,2
10200,DA Miller,18.0,34,22,1,1,81.81,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Sri Lanka,The Oval,2017-06-03,SA,18.0,7.5,BAT,David Miller,SA,,40.0,,2
10207,GJ Maxwell,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,4.0,4,0,0,4,v New Zealand,Birmingham,2017-06-02,AUS,,8.5,ALL,Glenn Maxwell,AUS,Spin,40.0,,2
10211,KS Williamson,100.0,148,97,8,3,103.09,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Birmingham,2017-06-02,NZ,100.0,9.0,BAT,Kane Williamson,NZ,,196.0,,1
10215,SPD Smith,,18,6,2,0,133.33,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v New Zealand,Birmingham,2017-06-02,AUS,8.0,8.5,BAT,Steven Smith,AUS,,28.0,,2
10219,TM Head,,0,0,0,0,0.0,2,4.0,0,22,0,5.5,1,0.0,0,0,0,0,v New Zealand,Birmingham,2017-06-02,AUS,,9.0,BAT,Travis Head,AUS,,4.0,,2
10225,MJ Santner,8.0,11,7,1,0,114.28,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Birmingham,2017-06-02,NZ,8.0,8.0,ALL,Mitchell Santner,NZ,Spin,16.0,,1
10227,JC Buttler,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v Bangladesh,The Oval,2017-06-01,ENG,,8.5,WK,Jos Buttler,ENG,,12.0,,3
10231,JE Root,,202,129,11,1,103.1,2,3.0,0,18,0,6.0,1,0.0,0,0,0,0,v Bangladesh,The Oval,2017-06-01,ENG,133.0,8.0,ALL,Joe Root,ENG,Spin,249.0,,3
10234,Mustafizur Rahman,,0,0,0,0,0.0,1,9.0,0,51,0,5.66,2,1.0,1,0,0,1,v England,The Oval,2017-06-01,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,12.0,,1
10235,MA Wood,,0,0,0,0,0.0,2,10.0,1,58,0,5.8,1,1.0,1,0,0,1,v Bangladesh,The Oval,2017-06-01,ENG,,7.5,BOWL,Mark Wood,ENG,Pace,18.0,,3
10239,Soumya Sarkar,28.0,52,34,4,1,82.35,1,2.0,0,13,0,6.5,2,0.0,0,0,0,0,v England,The Oval,2017-06-01,BAN,28.0,7.0,BAT,Soumya Sarkar,BAN,,58.0,,1
